window,cohort,feature,regime,signals,false_pct,runner_pct,median_mfe_r,median_mae_r,stopped_pct
2022,CURRENT_STALE,ADX,LOW,10,20.0,30.0,1.2569963843623464,0.6608841081250801,80.0
2022,CURRENT_STALE,ADX,MID,6,33.33333333333333,33.33333333333333,0.7187643553578056,0.6650419848987643,83.33333333333334
2022,CURRENT_STALE,ADX,HIGH,13,30.76923076923077,38.46153846153847,1.0755894497535816,0.8352201450704805,76.92307692307693
2022,CURRENT_STALE,EMA50_SLOPE,LOW,8,12.5,37.5,1.5668886340264692,0.5084874433842934,75.0
2022,CURRENT_STALE,EMA50_SLOPE,MID,9,44.44444444444444,22.22222222222222,0.5708869404423138,0.8198773752260944,88.88888888888889
2022,CURRENT_STALE,EMA50_SLOPE,HIGH,12,25.0,41.66666666666667,0.8408138073509863,0.7646974997513161,75.0
2022,CURRENT_STALE,HOTNESS,LOW,9,11.11111111111111,33.33333333333333,1.5222249023568424,0.6081595406972713,77.77777777777779
2022,CURRENT_STALE,HOTNESS,MID,5,60.0,40.0,0.3117050561640508,0.8189142837042598,80.0
2022,CURRENT_STALE,HOTNESS,HIGH,15,26.666666666666668,33.33333333333333,0.8935306270924699,0.8230942486851842,80.0
2022,FRESH_POLICY_12H,ADX,LOW,5,0.0,60.0,2.69292648247172,0.328740728089903,40.0
2022,FRESH_POLICY_12H,ADX,MID,5,40.0,0.0,0.5585171695149216,0.5362000233338363,100.0
2022,FRESH_POLICY_12H,ADX,HIGH,0,,,,,
2022,FRESH_POLICY_12H,EMA50_SLOPE,LOW,6,16.666666666666664,33.33333333333333,1.4873954079887075,0.6270750089430044,66.66666666666666
2022,FRESH_POLICY_12H,EMA50_SLOPE,MID,2,50.0,50.0,1.8674578917918867,0.31965679477173065,50.0
2022,FRESH_POLICY_12H,EMA50_SLOPE,HIGH,2,0.0,0.0,0.8841453879398454,0.7049769387414788,100.0
2022,FRESH_POLICY_12H,HOTNESS,LOW,4,0.0,50.0,2.1925578748931343,0.6041194664436493,50.0
2022,FRESH_POLICY_12H,HOTNESS,MID,4,50.0,25.0,0.7587192121580806,0.39186454116199504,75.0
2022,FRESH_POLICY_12H,HOTNESS,HIGH,2,0.0,0.0,0.8841453879398454,0.7049769387414788,100.0
2023,CURRENT_12H,ADX,LOW,30,43.333333333333336,16.666666666666664,0.5334483889994968,0.6899730288380415,80.0
2023,CURRENT_12H,ADX,MID,23,34.78260869565217,30.434782608695656,0.9831546788985348,0.7715166206441936,73.91304347826086
2023,CURRENT_12H,ADX,HIGH,27,40.74074074074074,25.925925925925924,0.7124826671804823,0.7902909898648355,85.18518518518519
2023,CURRENT_12H,EMA50_SLOPE,LOW,30,30.0,30.0,0.9758970642297569,0.7069058760789477,73.33333333333333
2023,CURRENT_12H,EMA50_SLOPE,MID,20,45.0,25.0,0.6064708267611478,0.635328150521338,80.0
2023,CURRENT_12H,EMA50_SLOPE,HIGH,30,46.666666666666664,16.666666666666664,0.6117534447251414,0.7987616689344728,86.66666666666667
2023,CURRENT_12H,HOTNESS,LOW,28,32.142857142857146,32.142857142857146,0.9155845959406443,0.675518973934012,71.42857142857143
2023,CURRENT_12H,HOTNESS,MID,26,34.61538461538461,23.076923076923077,0.8143616572784638,0.7666196003308938,76.92307692307693
2023,CURRENT_12H,HOTNESS,HIGH,26,53.84615384615385,15.384615384615385,0.3726473681953617,0.7987616689344728,92.3076923076923
2023,CURRENT_FRESH,ADX,LOW,17,41.17647058823529,11.76470588235294,0.5287203563221208,0.8110131840654192,76.47058823529412
2023,CURRENT_FRESH,ADX,MID,4,0.0,50.0,2.8255610337691985,0.7153378870280864,50.0
2023,CURRENT_FRESH,ADX,HIGH,2,50.0,50.0,1.8410096332978336,0.6850025041536781,50.0
2023,CURRENT_FRESH,EMA50_SLOPE,LOW,17,35.294117647058826,11.76470588235294,0.5829160109015612,0.8815020336898188,76.47058823529412
2023,CURRENT_FRESH,EMA50_SLOPE,MID,3,33.33333333333333,66.66666666666666,2.3328222921216804,0.4885029746175374,33.33333333333333
